35054823;03520-000;-23.5471962;-46.5216776
35098619;05774-300;-23.6356133;-46.7495293
35055384;08223-090;-23.5344295;-46.4729591
35909026;03570-000;-23.5655803;-46.4867881
35054860;03560-020;-23.5470337;-46.4996622
35054379;03934-000;-23.5904288;-46.50173239999999
35002537;03669-030;-23.5318736;-46.4921771
35004194;05632-020;-23.6000948;-46.7363654
35002549;03542-050;-23.5331636;-46.5158773
35925998;04846-000;-23.7445338;-46.6903192
35004303;01524-010;-23.5655634;-46.6150881
35003232;03973-000;-23.6201893;-46.48017369999999
35001351;02269-080;-23.4702768;-46.59514619999999
35003244;08330-120;-23.616394;-46.4700472
35053922;05767-400;-23.6380032;-46.7611994
35004200;05361-010;-23.565796;-46.749674
35005381;04821-270;-23.541059;-46.3630212
35004212;05616-010;-23.5868632;-46.7209639
35004259;05624-060;-23.596607;-46.7297178
35053764;02408-030;-23.4820681;-46.6265479
35044301;08161-225;-22.3818824;-47.3892099
35038261;04872-060;-23.5450555;-46.2033753
35916791;05885-540;-23.6796836;-46.74401150000001
35002653;03525-090;-23.5529736;-46.5149473
35054227;04827-250;-23.7223298;-46.701929
35907194;04844-300;-23.7515108;-46.7013553
35000760;02071-013;-23.5073432;-46.5994178
35000197;05176-000;-23.4670608;-46.7478494
35438054;05877-150;-23.6947483;-46.78902979999999
35400051;08257-010;-23.535622;-46.357782
35087661;05846-100;-23.6578868;-46.7448269
35003530;01154-000;-23.5298532;-46.6569283
35041749;05840-060;-23.6440133;-46.74071929999999
35001016;02346-000;-23.4671131;-46.6057677
35005289;04836-130;-23.7444037;-46.71301440000001
35054410;02226-001;-23.4849836;-46.5722509
35002938;08120-180;-23.5046648;-46.3942694
35004157;05503-000;-23.5702821;-46.7113508
35001173;02308-090;-23.4773581;-46.6062577
35087282;08395-330;-23.6213166;-46.45612939999999
35038118;08140-550;-23.5177343;-46.3942694
35003177;08390-000;-23.4975316;-46.3721379
35037597;05537-100;-23.5858111;-46.735659
35053173;05566-000;-23.592618;-46.79268740000001
35419801;04837-210;-23.7471338;-46.70621939999999
35282480;04474-240;-23.7035168;-46.6407557
35068627;05183-000;-23.4522296;-46.752081
35415108;03685-070;-23.5242736;-46.4813762
35909212;04814-150;-23.4712956;-47.4695217
35055232;08440-000;-23.5319765;-46.4146806
35005319;04890-400;-23.8308899;-46.7260924
35068706;08472-170;-23.5723865;-46.4044738
35003300;03946-010;-23.5974339;-46.4889073
35003897;05428-010;-23.5651799;-46.6998252
35040319;02617-050;-23.4672029;-46.65770810000001
35001168;02255-130;-23.4772282;-46.59202759999999
35003189;03958-010;-23.5980589;-46.4853423
35003360;05059-040;-23.5337082;-46.710989
35005400;05818-260;-28.2674571;-52.3860197
35424161;02810-000;-23.4551902;-46.7134061
35053284;05546-000;-23.5874995;-46.769011
35098462;05742-100;-23.6120232;-46.7496752
35000206;02942-000;-23.4774728;-46.7216986
35037436;05588-001;-23.590538;-46.7730993
35054306;04766-050;-23.6704785;-46.7091591
35002239;03381-000;-23.592046;-46.534918
35398408;08381-001;-23.6077194;-46.4296948
35056571;04474-340;-23.6999528;-46.6464188
35054914;03256-000;-23.6095872;-46.5288992
35055037;03245-010;-23.604221;-46.5391316
35003190;08210-210;-23.5401438;-46.4525768
35037618;04194-280;-23.6527704;-46.6096119
35053181;05386-070;-23.565341;-46.7627831
35002045;03406-040;-23.5387945;-46.5459225
35001466;03057-040;-23.5411244;-46.5947529
35055116;03676-090;-23.5193544;-46.4946058
35054665;05125-090;-23.4998788;-46.7383157
35041671;03589-010;-23.5493147;-46.48498439999999
35923539;08150-450;-23.5223538;-46.4102365
35002057;03433-025;-23.5602686;-46.5319086
35098723;03974-050;-23.6174936;-46.4843826
35044027;04456-000;-23.6210156;-46.5673366
35445548;04475-230;-23.6984178;-46.6304666
35001284;02337-040;-23.4774351;-46.6118228
35053144;05587-160;-23.5739469;-46.7297178
35039172;04892-010;-23.8510341;-46.7165498
35410743;04330-060;-23.6526136;-46.64609859999999
35050398;04849-080;-23.7426278;-46.6723448
35004169;05619-000;-23.5885912;-46.72693109999999
35037692;05182-000;-23.4508476;-46.7458886
35076132;03021-020;-23.5275333;-46.5999689
35001659;03012-050;-23.5401993;-46.614063
35001739;03138-010;-23.5876436;-46.5823979
35003311;08320-200;-23.629305;-46.4742873
35001430;03345-000;-23.5729106;-46.5612697
35053089;02853-010;-23.4579268;-46.6940784
35001442;03165-002;-23.5555284;-46.5999779
35000784;02055-001;-23.5150833;-46.6058379
35000437;02723-000;-23.498748;-46.6805763
35053351;02545-000;-23.495403;-46.6613132
35001272;02352-090;-23.4550331;-46.5975568
35004698;04347-110;-23.6448036;-46.64703859999999
35003384;05074-020;-23.521273;-46.7059386
35053533;05307-040;-23.4919524;-46.74738910000001
35924738;02820-070;-23.4460927;-46.7084584
35037047;08215-580;-23.5464838;-46.4439868
35917394;04849-080;-23.7426278;-46.6723448
35074743;08475-320;-23.5915181;-46.4036275
35902248;03820-140;-23.4964985;-46.500702
35201972;05822-015;-23.6630584;-46.7481204
35001491;03370-040;-23.5697736;-46.5585177
35924374;03828-000;-23.4824685;-46.4920369
35001764;03227-020;-23.5890426;-46.5707578
35002720;03720-040;-23.5025541;-46.5319085
35002525;03632-020;-23.5281035;-46.5488175
35053788;04458-050;-23.6876537;-46.6743289
35909002;03581-200;-23.5551043;-46.4976131
35000383;02751-000;-23.4847051;-46.6807958
35055585;08151-710;-23.5095238;-46.4060464
35902615;08381-020;-23.6064431;-46.4352619
35046061;04912-040;-23.6832334;-46.7456584
35004777;04130-050;-23.6040035;-46.61810819999999
35098632;05880-290;-23.6843037;-46.79018139999999
35092575;05186-150;-23.4341917;-46.7519034
35044398;04917-040;-23.6881886;-46.7496628
35002240;03360-000;-23.5697036;-46.5452576
35000188;05110-000;-23.4957723;-46.7454347
35053892;04446-160;-23.6863936;-46.682809
35055759;08040-420;-23.5087962;-46.44771679999999
35037643;05125-050;-23.5035988;-46.7388758
35004789;04134-050;-23.6060335;-46.6239183
35062789;08485-310;-23.5936706;-46.4092768
